Price,Close,High,Low,Open,Volume,SMA_10,SMA_30,Momentum_10,RSI_14,Rolling_STD_20,Lag_1,Lag_3,Lag_7
2015-03-09,55.36928176879883,55.65527028426907,54.73709481609591,54.97792876121143,2678600,56.55839881896973,56.536322275797524,-2.656707763671875,35.12861706856657,1.0908476398547007,54.79729080200195,56.54336166381836,56.302528381347656
2015-03-10,53.690975189208984,54.774730996929414,53.69097518920898,54.661838809969346,3022500,56.04135932922363,56.48765411376953,-5.1703948974609375,32.0146541637409,1.3478598782717097,55.36928176879883,56.197139739990234,56.03157043457031
2015-03-11,54.503780364990234,54.70698740635868,53.721068642917885,53.80385584615186,3838400,55.703438949584964,56.48464368184408,-3.3792037963867188,35.73403030874228,1.435569514605696,53.690975189208984,54.79729080200195,56.87449645996094
2015-03-12,55.44454574584961,55.866009490047425,54.63925663899126,55.151029531139955,3745100,55.61764068603516,56.54460118611654,-0.8579826354980469,36.43839107139819,1.4462162089040442,54.503780364990234,55.36928176879883,56.72396469116211
2015-03-13,55.24885177612305,55.33916089085713,54.65429188908275,55.31658361217361,2741400,55.53936882019043,56.584991200764975,-0.7827186584472656,37.124848347652616,1.4381950632963865,55.44454574584961,53.690975189208984,56.54336166381836
2015-03-16,56.3702392578125,56.483131403748025,55.41442559641582,55.55742269739636,2648700,55.488943099975586,56.67003555297852,-0.5042572021484375,38.74917518473278,1.4057332495447528,55.24885177612305,54.503780364990234,56.197139739990234
2015-03-17,56.8669548034668,57.00242422577725,56.174558085850244,56.33260478822362,2200200,55.503242111206056,56.734759140014646,0.1429901123046875,45.20252545302457,1.3556582258212793,56.3702392578125,55.44454574584961,54.79729080200195
2015-03-18,56.54336166381836,57.25081407899714,56.40037023878754,56.7390410909406,2847600,55.503242111206056,56.74755439758301,0.0,51.290314537289,1.3382567977742517,56.8669548034668,55.24885177612305,55.36928176879883
2015-03-19,56.31757736206055,56.799245332877554,56.09932066560672,56.43799148379723,3063600,55.515285873413085,56.77414665222168,0.1204376220703125,51.53979520877754,1.3086845059850454,56.54336166381836,56.3702392578125,53.690975189208984
2015-03-20,57.37872314453125,57.62708469006946,56.43044300291118,56.588489693181195,3356500,55.77342910766602,56.81303075154622,2.581432342529297,52.652318702037334,1.2405680472286773,56.31757736206055,56.8669548034668,54.503780364990234
2015-03-23,56.87449645996094,57.49163381511225,56.87449645996094,57.28090482680706,1757900,55.923950576782225,56.799232991536456,1.5052146911621094,50.76341622618834,1.1815022059723634,57.37872314453125,56.54336166381836,55.44454574584961
2015-03-24,56.257354736328125,56.85944243496203,56.2423051277325,56.64118578775558,1854000,56.18058853149414,56.76386057535807,2.5663795471191406,48.61102723035032,1.0083544414587007,56.87449645996094,56.31757736206055,55.24885177612305
2015-03-25,55.143489837646484,56.249822594423556,55.143489837646484,56.249822594423556,2493800,56.24455947875977,56.663512802124025,0.63970947265625,45.23807225093701,0.938631665494531,56.257354736328125,57.37872314453125,56.3702392578125
2015-03-26,55.42949676513672,55.90363702307149,54.691939510859044,55.00051108169058,2727800,56.24305458068848,56.579722849528,-0.015048980712890625,53.177096852483125,0.94284008129658,55.143489837646484,56.87449645996094,56.8669548034668
2015-03-27,55.29402542114258,55.482177131032444,55.0757687486382,55.22628781977628,1917600,56.24757194519043,56.48138211568197,0.04517364501953125,49.604451445051474,0.9530411773570747,55.42949676513672,56.257354736328125,56.54336166381836
2015-03-30,55.83055114746094,56.14038779173592,55.12020422838414,55.12020422838414,1847200,56.193603134155275,56.412465794881186,-0.5396881103515625,62.779496008322845,0.924648377097952,55.29402542114258,55.143489837646484,56.31757736206055
2015-03-31,55.56605529785156,55.77009545266311,55.24110737003767,55.5736138353751,2597400,56.06351318359375,56.32620353698731,-1.3008995056152344,56.78959187206351,0.9024551462539185,55.83055114746094,55.42949676513672,57.37872314453125
2015-04-01,55.50560760498047,55.73987618271929,54.83304179227787,55.36202996140431,2480300,55.95973777770996,56.263514836629234,-1.0377540588378906,50.43976845326894,0.8861452401427665,55.56605529785156,55.29402542114258,56.87449645996094
2015-04-02,55.8985710144043,56.08749412543555,55.36203007093262,55.39981123385339,1920200,55.917837142944336,56.20664978027344,-0.41900634765625,54.5500008548616,0.880383993182468,55.50560760498047,55.83055114746094,56.257354736328125
2015-04-06,56.412445068359375,56.48801316364361,55.24111941228736,55.49049931565383,1634100,55.82120933532715,56.13956934611003,-0.966278076171875,50.3230568701559,0.8655756425479779,55.8985710144043,55.56605529785156,55.143489837646484
2015-04-07,56.82807159423828,56.97165500888583,56.16306429437909,56.36709872503129,2328700,55.81656684875488,56.09963874816894,-0.04642486572265625,49.69863434912056,0.8887612216105504,56.412445068359375,55.50560760498047,55.42949676513672
2015-04-08,57.266380310058594,57.40996373899344,56.7298392933502,56.865864182478845,1934100,55.91746940612793,56.0464724222819,1.0090255737304688,55.505874656563684,0.7803081854453177,56.82807159423828,55.8985710144043,55.29402542114258
2015-04-09,57.5988883972168,57.67445650084507,56.9187639336089,57.085017220877134,1799200,56.16300926208496,56.03700256347656,2.4553985595703125,59.60127693827521,0.76447514622905,57.266380310058594,56.412445068359375,55.83055114746094
2015-04-10,57.697113037109375,57.70467157537048,57.21347036695604,57.52330701543183,1699300,56.389770889282225,56.08348871866862,2.2676162719726562,52.7881557497528,0.8112338549998335,57.5988883972168,56.82807159423828,55.56605529785156
2015-04-13,57.92383575439453,58.33191042778731,57.651785972132686,57.666897286490936,1793100,56.65275192260742,56.14656422932943,2.629810333251953,59.65854268286688,0.8457401735104073,57.697113037109375,57.266380310058594,55.50560760498047
2015-04-14,57.727352142333984,57.9994019154884,57.281496315233206,57.71224082848162,1584900,56.84243202209473,56.1749927520752,1.8968009948730469,64.66617088147511,0.8921585829649249,57.92383575439453,57.5988883972168,55.8985710144043
2015-04-15,57.83314895629883,57.97673238333634,57.65934290138906,57.81047910265639,1910700,57.06914138793945,56.211965560913086,2.2670936584472656,83.5917147697626,0.9370763212073204,57.727352142333984,57.697113037109375,56.412445068359375
2015-04-16,57.765132904052734,57.931386166050096,57.425067841201084,57.591321103198446,1177400,57.29509391784668,56.2526912689209,2.2595252990722656,80.85005396352247,0.9745741268572311,57.83314895629883,57.92383575439453,56.82807159423828
2015-04-17,57.1908073425293,57.48552694965333,56.83563095305262,57.357060611261026,2238200,57.42431755065918,56.28581352233887,1.292236328125,72.45073958352147,0.9795107104338399,57.765132904052734,57.727352142333984,57.266380310058594
2015-04-20,57.64419937133789,57.78778273249069,57.31169296255198,57.48550470318294,1148100,57.54749298095703,56.380710474650066,1.2317543029785156,71.89769221628484,0.9913325275522793,57.1908073425293,57.83314895629883,57.5988883972168
2015-04-21,57.93893814086914,58.43013938123414,57.64421854974529,58.11274993932781,2514600,57.658579635620114,56.46636568705241,1.1108665466308594,78.44208812864936,1.0299014996412408,57.64419937133789,57.765132904052734,57.697113037109375
2015-04-22,58.891109466552734,59.06492125684925,57.75001231845519,57.95405249686743,3247400,57.82105255126953,56.6397034962972,1.6247291564941406,83.43274754666515,1.1288914016492986,57.93893814086914,57.1908073425293,57.92383575439453
2015-04-23,59.087589263916016,59.3596389829981,58.52081997674089,58.815539544833925,2803000,57.969922637939455,56.792497126261395,1.4887008666992188,82.76387242821579,1.1557275783798633,58.891109466552734,57.64419937133789,57.727352142333984
2015-04-24,57.70466232299805,58.73240427365447,57.4703995637442,58.73240427365447,4179500,57.97067756652832,56.86783434549967,0.007549285888671875,61.26464416710728,1.0965790358537362,59.087589263916016,57.93893814086914,57.83314895629883
2015-04-27,58.13542556762695,58.73998188746115,57.82558886820593,57.94650243836331,3792300,57.99183654785156,56.96405347188314,0.21158981323242188,61.36659871991233,1.020789477155466,57.70466232299805,58.891109466552734,57.765132904052734
2015-04-28,58.55104446411133,58.64172385411542,57.636651668087126,57.636651668087126,1889700,58.074205780029295,57.036746978759766,0.8236923217773438,61.2135681487475,0.9924103424313683,58.13542556762695,59.087589263916016,57.1908073425293
2015-04-29,58.679534912109375,59.03471137697771,58.301688590415786,58.41504364001933,1587900,58.15884437561035,57.09716631571452,0.8463859558105469,59.78110975379853,0.9216320393654553,58.55104446411133,57.70466232299805,57.64419937133789
2015-04-30,58.27900314331055,59.08759382480875,57.999394864483776,58.62662097441974,2143400,58.210231399536134,57.15502103169759,0.5138702392578125,54.99351500061216,0.786433345643359,58.679534912109375,58.13542556762695,57.93893814086914
2015-05-01,58.679534912109375,58.91379778660665,58.4074850992518,58.823112593828355,1185700,58.35910415649414,57.23375295003255,1.4887275695800781,56.29721272475514,0.6800084780578379,58.27900314331055,58.55104446411133,58.891109466552734
2015-05-04,59.50321960449219,59.55611784333364,58.687076171720626,58.868440738394796,1654100,58.54500617980957,57.304569498697916,1.8590202331542969,63.39778202562407,0.677336420480704,58.679534912109375,58.679534912109375,59.087589263916016
2015-05-05,59.510780334472656,59.78283007723974,59.11782279796233,59.2085022019008,3029300,58.70219039916992,57.39244562784831,1.5718421936035156,62.84708042012177,0.6889333600872609,59.50321960449219,58.27900314331055,57.70466232299805
2015-05-06,58.95155334472656,60.145542703948344,58.49813915314463,60.115320087920566,2649800,58.708234786987305,57.482252248128255,0.060443878173828125,58.44975485867764,0.6741567791415995,59.510780334472656,58.679534912109375,58.13542556762695
2015-05-07,59.072479248046875,59.35208753871037,58.8155465745799,59.04980939632638,1816300,58.70672378540039,57.61321856180827,-0.015110015869140625,64.32662933899348,0.6780798988434308,58.95155334472656,59.50321960449219,58.55104446411133
2015-05-08,59.510780334472656,59.677033595660966,59.28407029367481,59.541008724277425,1359900,58.88733558654785,57.7492613474528,1.8061180114746094,64.24446378718585,0.7084115068855582,59.072479248046875,59.510780334472656,58.679534912109375
2015-05-11,58.9591178894043,59.78282559476467,58.9591178894043,59.35963970017976,2278900,58.96970481872559,57.87143109639486,0.8236923217773438,57.491542972010855,0.7073791653628535,59.510780334472656,58.95155334472656,58.27900314331055
2015-05-12,58.76266860961914,58.80044978703198,58.22612746034157,58.55107556657762,2210900,58.99086723327637,57.96916834513346,0.2116241455078125,48.93905840566978,0.6869288372644093,58.9591178894043,59.072479248046875,58.679534912109375
2015-05-13,58.94401550292969,59.019583600479216,58.39235743641322,58.6946355920876,1466000,59.0173152923584,58.081767018636064,0.2644805908203125,48.81108595927171,0.6721538090116643,58.76266860961914,59.510780334472656,59.50321960449219
2015-05-14,58.732425689697266,59.18584006491297,57.43263358606275,59.13294181722908,3377000,59.06265754699707,58.18932762145996,0.45342254638671875,60.559175150418724,0.6440347909174045,58.94401550292969,58.9591178894043,59.510780334472656
2015-05-15,58.83064270019531,59.072463998581505,58.55859301882652,58.86842962029218,1963100,59.077768325805664,58.28706334431966,0.1511077880859375,57.6664756851986,0.5474451985979853,58.732425689697266,58.76266860961914,58.95155334472656
2015-05-18,59.46544647216797,59.51834471815211,58.19588280307233,58.483043886203866,2278500,59.073991012573245,58.38883005777995,-0.03777313232421875,59.61855616325122,0.5095106551522496,58.83064270019531,58.94401550292969,59.072479248046875
2015-05-19,59.78282165527344,59.90372943198368,59.4427624074587,59.47298502752999,2036500,59.10119514465332,58.48732172648112,0.27204132080078125,61.16188241469006,0.5105161473189915,59.46544647216797,58.732425689697266,59.510780334472656
2015-05-20,59.66190719604492,59.97174381902598,59.27650825857206,59.714805428569136,1538600,59.17223052978515,58.567172622680665,0.7103538513183594,64.82978392662832,0.5380283451794193,59.78282165527344,58.83064270019531,58.9591178894043
2015-05-21,59.62412643432617,59.79793244285516,59.34451819457197,59.4352033504186,1412100,59.22739524841309,58.634680557250974,0.5516471862792969,60.98403356349536,0.5587400593689208,59.66190719604492,59.46544647216797,58.76266860961914
2015-05-22,59.41254806518555,59.752607393379705,59.34453274026088,59.45032923194246,1470200,59.21757202148437,58.69186172485352,-0.09823226928710938,48.77063297738634,0.4807115510512983,59.62412643432617,59.78282165527344,58.94401550292969
2015-05-26,58.64927291870117,59.33694983221623,58.543476470468086,59.24627045685874,2567900,59.186587524414065,58.71604296366374,-0.309844970703125,40.30586621314998,0.44123036088138196,59.41254806518555,59.66190719604492,58.732425689697266
2015-05-27,59.2991828918457,59.472988913249,58.66439828484895,58.86843845924896,1799300,59.240238952636716,58.76843732198079,0.5365142822265625,53.83347565823514,0.42562869055568453,58.64927291870117,59.62412643432617,58.83064270019531
2015-05-28,59.790382385253906,59.85839193112043,59.01957293924859,59.20849603173369,2051200,59.32487564086914,58.8336784362793,0.8463668823242188,57.31896457850443,0.43803505486628574,59.2991828918457,59.41254806518555,59.46544647216797
2015-05-29,58.891109466552734,59.67703026113495,58.84576976711691,59.66947172273714,2597900,59.34074401855469,58.87121098836263,0.15868377685546875,44.22527961231453,0.3913168870640499,59.790382385253906,58.64927291870117,59.78282165527344
2015-06-01,58.52082061767578,59.253843159593245,58.369678680155204,59.11781829856242,2016600,59.30976181030273,58.915544764200845,-0.30982208251953125,45.7725973266223,0.4038714169596828,58.891109466552734,59.2991828918457,59.66190719604492
2015-06-02,58.301673889160156,58.4905970023684,57.81047264172354,58.28655681143701,2261100,59.19338455200195,58.937460581461586,-1.1637725830078125,45.57306186144823,0.4428977108555296,58.52082061767578,59.790382385253906,59.62412643432617
2015-06-03,59.208499908447266,59.639244356897535,58.59639089366941,58.65684767093714,2016600,59.135952377319335,58.97977930704753,-0.5743217468261719,52.229235057890726,0.4344287629719529,58.301673889160156,58.891109466552734,59.41254806518555
2015-06-04,58.437679290771484,59.26138102248653,58.33943561473189,58.90620476551805,1648200,59.01352958679199,58.964664967854816,-1.2242279052734375,47.72971950138804,0.4593105121469198,59.208499908447266,58.52082061767578,58.64927291870117
2015-06-05,59.336971282958984,59.5787926471225,58.845775780937814,59.11782553630627,2639100,58.98481407165527,58.97297770182292,-0.2871551513671875,53.47157815556048,0.4624888798595241,58.437679290771484,58.301673889160156,59.2991828918457
2015-06-08,59.541011810302734,59.858401271489434,59.170724105584924,59.30674898401867,2375100,58.99766044616699,59.03418935139974,0.1284637451171875,50.55062962853834,0.46392827523265434,59.336971282958984,59.208499908447266,59.790382385253906
2015-06-09,59.81306457519531,59.86596282138671,59.05737204933177,59.51078641175461,1964300,59.11403961181641,59.09011065165202,1.1637916564941406,50.22183943167916,0.48820313953491107,59.541011810302734,58.437679290771484,58.891109466552734
2015-06-10,60.96925735473633,61.36221482913883,59.9112869406874,60.11532709825162,2756100,59.28104705810547,59.17071774800618,1.670074462890625,58.3252926000962,0.6259031367013511,59.81306457519531,59.336971282958984,58.52082061767578
2015-06-11,61.09016799926758,61.33199509084498,60.810565514212804,61.01459991588724,1260200,59.41102561950684,59.25107218424479,1.2997856140136719,59.238041942980544,0.741972839452962,60.96925735473633,59.541011810302734,58.301673889160156
2015-06-12,60.93906021118164,61.309348028017055,60.561213852845704,61.00707555373061,1999900,59.615820693969724,59.33974075317383,2.0479507446289062,59.69295759636858,0.8039698136898658,61.09016799926758,59.81306457519531,59.208499908447266
2015-06-15,60.31938934326172,60.6141090265213,59.84330503156799,60.41762731585572,1541800,59.79567756652832,59.394402567545576,1.7985687255859375,60.80180009030058,0.8097493854102299,60.93906021118164,60.96925735473633,58.437679290771484
2015-06-16,60.3344841003418,60.636762241752486,60.05488157605462,60.07755142770212,1752800,59.998958587646484,59.422111384073894,2.0328102111816406,57.29504900674784,0.827932267055253,60.31938934326172,61.09016799926758,59.336971282958984
2015-06-17,60.069984436035156,60.72743886868033,59.85083295848677,60.52339870161192,1980100,60.085107040405276,59.440751520792645,0.8614845275878906,52.03518140481273,0.83380870557782,60.3344841003418,60.93906021118164,59.541011810302734
2015-06-18,60.38739776611328,60.712340045664575,59.84329817764958,60.31938243481686,1763600,60.28007888793945,59.488613001505534,1.9497184753417969,61.89918292335909,0.8517495831730745,60.069984436035156,60.31938934326172,59.81306457519531
2015-06-19,59.66190719604492,60.334472909056316,59.51832957375059,59.82816043125672,3133000,60.31257247924805,59.508260599772136,0.3249359130859375,58.58920914003102,0.8517385360971985,60.38739776611328,60.3344841003418,60.96925735473633
2015-06-22,60.0926628112793,60.447839195445624,59.94908516218356,60.410058031147166,1955800,60.3677375793457,59.527656682332356,0.5516510009765625,63.064962357641086,0.855383223707536,59.66190719604492,60.069984436035156,61.09016799926758
2015-06-23,60.379825592041016,60.61408839760287,60.19846102533105,60.35715574188672,1727600,60.42441368103027,59.57501360575358,0.5667610168457031,59.393895265238896,0.8325674961263664,60.0926628112793,60.38739776611328,60.93906021118164
2015-06-24,60.27404022216797,60.546090005106464,60.01710175362531,60.10022839649411,2429600,60.35489196777344,59.62539265950521,-0.6952171325683594,66.48595927542614,0.8321368292987096,60.379825592041016,59.66190719604492,60.31938934326172
2015-06-25,59.442787170410156,60.44030124708746,59.442787170410156,60.38740299171357,1823600,60.19015388488769,59.64201838175456,-1.6473808288574219,50.961712478513235,0.8363624865638358,60.27404022216797,60.0926628112793,60.3344841003418
2015-06-26,59.68459701538086,59.87352014300358,59.44277564264282,59.6997083287811,2453400,60.064707565307614,59.67375742594401,-1.2544631958007812,51.29608255260773,0.809332433494109,59.442787170410156,60.379825592041016,60.069984436035156
2015-06-29,57.901039123535156,59.23680988411257,57.87827125785312,58.971169343413486,2330300,59.82287254333496,59.64277064005534,-2.4183502197265625,36.44089163014663,0.8719553573258783,59.68459701538086,60.27404022216797,60.38739776611328
2015-06-30,58.43988800048828,58.99393104489321,57.8327180167899,58.76624085340579,2507300,59.63341293334961,59.608585357666016,-1.8945960998535156,30.34177366055785,0.8598415163343125,57.901039123535156,59.442787170410156,59.66190719604492
2015-07-01,58.76625061035156,59.2443931433785,58.50820129779515,59.145730465567475,1408400,59.50303955078125,59.57469965616862,-1.3037338256835938,32.49749328430035,0.8817006215167321,58.43988800048828,59.68459701538086,60.0926628112793
2015-07-02,58.44748306274414,58.75106807456535,57.98451722255735,58.53096908575504,1396000,59.309048080444335,59.534218851725264,-1.9399147033691406,31.697002033317716,0.8809092039618047,58.76625061035156,57.901039123535156,60.379825592041016
2015-07-06,58.15149688720703,58.181855971406854,57.55950343091545,57.73406671746359,1273400,59.158007049560545,59.48513120015462,-1.5104103088378906,33.27962886248517,0.9504577630975863,58.44748306274414,58.43988800048828,60.27404022216797
2015-07-07,58.15907669067383,58.25774515238145,56.62598072447552,58.0376461560218,1929500,58.9646484375,59.44334882100423,-1.9335861206054688,33.20219575906033,1.0134683991599986,58.15149688720703,58.76625061035156,59.442787170410156
2015-07-08,56.618385314941406,57.65816205723474,56.54249051260225,57.58985268184792,1398300,58.58850440979004,59.37565256754557,-3.7614402770996094,27.73582677165355,1.2198470013283678,58.15907669067383,58.44748306274414,59.68459701538086
2015-07-09,56.884037017822266,57.89345498275869,56.81573341242554,57.46843933032398,2543100,58.24950408935547,59.29514770507812,-3.390003204345703,27.25002737274646,1.30132269882973,56.618385314941406,58.15149688720703,57.901039123535156
2015-07-10,57.65816116333008,57.93897250667159,57.407703108131834,57.62021086754774,2047500,58.07104148864746,59.22407366434733,-1.7846260070800781,37.06983132957197,1.279236236265462,56.884037017822266,58.15907669067383,58.43988800048828
2015-07-13,58.60685729980469,58.66757545342067,58.1287090780811,58.45506191576472,1741300,57.96326751708985,59.21459859212239,-1.0777397155761719,41.01284982844591,1.2101385389383295,57.65816116333008,56.618385314941406,58.76625061035156
2015-07-14,58.84975051879883,58.910468699647765,58.33365756239176,58.33365756239176,1531700,58.05813865661621,59.22556292215983,0.9487113952636719,40.69524671167097,1.1706763318704454,58.60685729980469,56.884037017822266,58.44748306274414
2015-07-15,59.191261291503906,59.27474731596717,58.78142238697588,59.08500740407841,1288200,58.13327598571777,59.25521583557129,0.751373291015625,43.59888216552466,1.1260908826520515,58.84975051879883,57.65816116333008,58.15149688720703
2015-07-16,60.18550109863281,60.29934041104439,59.426541467075786,59.426541467075786,2401800,58.2752010345459,59.28778254191081,1.41925048828125,54.30772566563564,1.132774031393754,59.191261291503906,58.60685729980469,58.15907669067383
2015-07-17,60.24623107910156,60.31454047691858,59.889524811938585,60.079264775290966,1447400,58.45507583618164,59.34806760152181,1.7987480163574219,53.32735792471618,1.1233474650006534,60.18550109863281,58.84975051879883,56.618385314941406
2015-07-20,60.56497573852539,60.75471563019946,59.96539698598708,60.37523584685132,1961500,58.69642372131348,59.389001083374026,2.4134788513183594,69.09679398865352,1.1733789393869316,60.24623107910156,59.191261291503906,56.884037017822266
2015-07-21,60.6788215637207,61.31635067928415,60.21585571503849,60.45113714347865,1938200,58.948398208618165,59.42692807515462,2.519744873046875,67.09155578023723,1.210746224219749,60.56497573852539,60.18550109863281,57.65816116333008
2015-07-22,61.339107513427734,61.498488316061106,60.36764026476632,60.36764026476632,2157700,59.4204704284668,59.477796173095705,4.720722198486328,68.68790983595201,1.286716117115597,60.6788215637207,60.24623107910156,58.60685729980469
2015-07-23,60.496681213378906,61.673071146624096,60.32212371282462,61.39225395348467,2070100,59.78173484802246,59.462043635050456,3.6126441955566406,63.832090418872724,1.299180480639145,61.339107513427734,60.56497573852539,58.84975051879883
2015-07-24,57.21037292480469,59.04705956911118,57.01304759664795,59.04705956911118,5198500,59.73695602416992,59.33271713256836,-0.4477882385253906,45.47437687612218,1.355239106400257,60.496681213378906,60.6788215637207,59.191261291503906
2015-07-27,56.79294967651367,56.90679477743823,55.88219465951961,56.618386416375714,3448800,59.55556526184082,59.19451344807943,-1.8139076232910156,43.67976873716089,1.420265005553749,57.21037292480469,61.339107513427734,60.18550109863281
2015-07-28,57.80994415283203,57.81753536920058,56.76258211963088,57.096526155029004,2740500,59.45158462524414,59.1108652750651,-1.0398063659667969,55.793336142583286,1.4233054951285335,56.79294967651367,60.496681213378906,60.24623107910156
2015-07-29,57.99970626831055,58.06042444173736,57.62781758927782,57.901043579294765,1879700,59.33242912292481,59.03303934733073,-1.1915550231933594,55.464688960456094,1.4318103256028245,57.80994415283203,57.21037292480469,60.56497573852539
2015-07-30,58.55376052856445,58.56135174927773,57.96177270183445,58.02248509632625,1232700,59.169255065917966,58.98249855041504,-1.6317405700683594,54.48341501570502,1.4323377336838041,57.99970626831055,56.79294967651367,60.6788215637207
2015-07-31,58.10594940185547,58.690351579514704,57.99211008579439,58.55373860983876,1928900,58.95522689819336,58.906450271606445,-2.1402816772460938,47.36003840821434,1.4378111761243513,58.55376052856445,57.80994415283203,61.339107513427734
2015-08-03,58.584102630615234,58.60687049574719,57.73406565980234,58.136313384875265,2011000,58.75713958740234,58.87052345275879,-1.9808731079101562,48.63382039048277,1.4322871057477768,58.10594940185547,57.99970626831055,60.496681213378906
2015-08-04,59.31269836425781,59.33546622750785,58.40953451932191,58.682760459127685,2140000,58.620527267456055,58.84452463785807,-1.3661231994628906,50.6006161249034,1.4314502772656779,58.584102630615234,58.55376052856445,57.21037292480469
2015-08-05,59.274757385253906,60.23104832493568,59.1988625656863,59.866745084446194,1668400,58.414092254638675,58.80768903096517,-2.064350128173828,45.02493098343603,1.340220520716517,59.31269836425781,58.10594940185547,56.79294967651367
2015-08-06,59.4644889831543,59.95781392670776,59.1153682298218,59.198854256749435,2679900,58.31087303161621,58.780703989664715,-1.0321922302246094,45.7889703486009,1.255724721438811,59.274757385253906,58.584102630615234,57.80994415283203
2015-08-07,59.5859260559082,59.851560785639485,58.79660729441893,59.33546797198892,1448000,58.54842834472656,58.78547528584798,2.3755531311035156,44.61158807113782,1.2169522918214273,59.4644889831543,59.31269836425781,57.99970626831055
2015-08-10,60.36006546020508,60.56498782673879,59.96540895453007,60.177916749155315,2062500,58.9051399230957,58.807990900675456,3.5671157836914062,48.36452530914699,1.239262863604181,59.5859260559082,59.274757385253906,58.55376052856445
2015-08-11,59.525211334228516,59.95781814492386,59.214035068260074,59.53280255277493,2038600,59.07666664123535,58.86212997436523,1.7152671813964844,40.857038915970485,1.2375474011232686,60.36006546020508,59.4644889831543,58.10594940185547
2015-08-12,58.599266052246094,58.963569183348966,57.53672152613138,58.857315309777675,2891400,59.13662261962891,58.8674425760905,0.5995597839355469,40.51591257332399,1.2464297215075302,59.525211334228516,59.5859260559082,58.584102630615234
2015-08-13,58.85730743408203,59.1533011551954,58.462645278996845,58.462645278996845,1915100,59.16697731018066,58.87047780354818,0.3035469055175781,61.806178435636376,1.2283469617051852,58.599266052246094,60.36006546020508,59.31269836425781
